Frequencies
a	0.00930577757478876
abhor	0.000114181319936058
abide	0.000114181319936058
able	5.70906599680292e-05
about	5.70906599680292e-05
above	0.000228362639872117
absence	0.000285453299840146
absent	0.000171271979904088
abundance	0.000228362639872117
abundant	5.70906599680292e-05
abusd	5.70906599680292e-05
abuse	0.000171271979904088
abuses	5.70906599680292e-05
abysm	5.70906599680292e-05
accents	5.70906599680292e-05
acceptable	5.70906599680292e-05
acceptance	5.70906599680292e-05
accessary	5.70906599680292e-05
accident	5.70906599680292e-05
accidents	5.70906599680292e-05
account	0.000228362639872117
accumulate	5.70906599680292e-05
accuse	0.000114181319936058
accusing	5.70906599680292e-05
achieve	5.70906599680292e-05
acknowledge	5.70906599680292e-05
acquaintance	0.000171271979904088
acquainted	0.000114181319936058
act	5.70906599680292e-05
action	0.000171271979904088
active	5.70906599680292e-05
actor	5.70906599680292e-05
add	0.000228362639872117
added	0.000114181319936058
adders	5.70906599680292e-05
addeth	5.70906599680292e-05
adding	5.70906599680292e-05
addition	0.000114181319936058
adieu	5.70906599680292e-05
adjunct	0.000114181319936058
admire	5.70906599680292e-05
admired	5.70906599680292e-05
admiring	5.70906599680292e-05
admit	5.70906599680292e-05
admitted	5.70906599680292e-05
adonis	5.70906599680292e-05
adore	5.70906599680292e-05
adoting	5.70906599680292e-05
adulterate	5.70906599680292e-05
advance	5.70906599680292e-05
advantage	0.000171271979904088
adverse	5.70906599680292e-05
advisd	5.70906599680292e-05
advocate	5.70906599680292e-05
afar	5.70906599680292e-05
affable	5.70906599680292e-05
affairs	0.000114181319936058
affections	5.70906599680292e-05
afford	5.70906599680292e-05
affords	0.000114181319936058
afloat	5.70906599680292e-05
afresh	5.70906599680292e-05
after	0.000570906599680292
afterloss	5.70906599680292e-05
afterwards	5.70906599680292e-05
again	0.000570906599680292
against	0.00102763187942453
age	0.000856359899520439
ages	0.000171271979904088
aggravate	5.70906599680292e-05
ah	0.000399634619776205
aid	0.000114181319936058
air	0.000228362639872117
alack	0.000171271979904088
alas	0.000114181319936058
alchemy	0.000114181319936058
alien	5.70906599680292e-05
alike	5.70906599680292e-05
alive	0.000114181319936058
all	0.00662251655629139
allayd	5.70906599680292e-05
alleating	5.70906599680292e-05
allege	5.70906599680292e-05
alloblivious	5.70906599680292e-05
allow	0.000114181319936058
alltheworld	5.70906599680292e-05
almost	0.000171271979904088
aloft	5.70906599680292e-05
alone	0.00108472253939256
already	5.70906599680292e-05
alter	5.70906599680292e-05
alteration	5.70906599680292e-05
alterd	0.000114181319936058
altering	5.70906599680292e-05
alters	0.000114181319936058
although	0.000513815939712263
always	5.70906599680292e-05
am	0.00199817309888102
amazeth	5.70906599680292e-05
ambush	5.70906599680292e-05
amen	5.70906599680292e-05
amends	5.70906599680292e-05
amiss	0.000171271979904088
among	0.000171271979904088
an	0.000970541219456497
anchord	5.70906599680292e-05
and	0.0279744233843343
anew	0.000171271979904088
angel	0.000285453299840146
anger	5.70906599680292e-05
angry	5.70906599680292e-05
annexd	5.70906599680292e-05
annoy	5.70906599680292e-05
anon	0.000114181319936058
another	0.000513815939712263
anothers	0.000171271979904088
answer	0.000171271979904088
answered	5.70906599680292e-05
answers	5.70906599680292e-05
anticipate	5.70906599680292e-05
antique	0.000285453299840146
antiquity	0.000114181319936058
any	0.000570906599680292
anything	5.70906599680292e-05
apparel	5.70906599680292e-05
appeal	5.70906599680292e-05
appear	0.000228362639872117
appearance	5.70906599680292e-05
appears	5.70906599680292e-05
appetite	0.000228362639872117
apple	5.70906599680292e-05
applying	5.70906599680292e-05
approve	0.000171271979904088
april	0.000171271979904088
aprils	5.70906599680292e-05
are	0.00393925553779402
argument	0.000342543959808175
aright	5.70906599680292e-05
arise	5.70906599680292e-05
arising	5.70906599680292e-05
array	5.70906599680292e-05
